Year,Health Condition,General happiness,U.S. Region,Income,Race,Sex,Highest Degree,Age,Marital status,Work Status,ID
2000,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,Bachelor,24,Never married,Working fulltime,274
2000,Not applicable,Pretty happy,E. nor. central,$15000 - 19999,Black,Female,High school,38,Divorced,Working fulltime,275
2000,Good,Very happy,E. nor. central,Don't know,Black,Female,Lt high school,60,Widowed,Working parttime,276
2000,Good,Not too happy,E. nor. central,Not applicable,Black,Female,Junior college,48,Separated,Keeping house,277
2000,Fair,Not too happy,E. nor. central,Not applicable,Black,Female,Lt high school,61,Divorced,Retired,278
2000,Fair,Not too happy,E. nor. central,Not applicable,Black,Female,Don't know,59,Widowed,Keeping house,279
2000,Good,Pretty happy,E. nor. central,Not applicable,Black,Female,High school,59,Never married,Keeping house,280
2000,Fair,Not too happy,E. nor. central,Not applicable,Black,Female,Lt high school,31,Never married,Keeping house,281
2000,Excellent,No answer,E. nor. central,$5000 to 5999,Black,Female,Lt high school,34,Never married,Working parttime,282
2000,Not applicable,Very happy,E. nor. central,Refused,Black,Male,Graduate,No answer,Married,Working fulltime,283
2000,Excellent,Pretty happy,E. nor. central,$10000 - 14999,Black,Male,High school,32,Married,Working parttime,284
2000,Good,Pretty happy,E. nor. central,Not applicable,Black,Female,Lt high school,18,Never married,School,285
2000,Excellent,Not too happy,E. nor. central,$15000 - 19999,Black,Male,High school,32,Never married,Working fulltime,286
2000,Not applicable,Pretty happy,E. nor. central,Refused,Black,Male,High school,42,Never married,Working fulltime,287
2000,No answer,Pretty happy,E. nor. central,Refused,Black,Female,High school,38,Divorced,Working parttime,288
2000,Good,Pretty happy,E. nor. central,$7000 to 7999,Black,Male,High school,25,Never married,Working fulltime,289
2000,Good,Not too happy,E. nor. central,$8000 to 9999,Black,Female,High school,54,Divorced,Temp not working,290
2000,Good,Pretty happy,E. nor. central,Lt $1000,Black,Male,Lt high school,47,Married,Working fulltime,291
2000,Good,Pretty happy,E. nor. central,$25000 or more,Black,Male,High school,31,Never married,Working fulltime,292
2000,Good,Pretty happy,E. nor. central,Refused,Black,Female,Bachelor,40,Separated,Working fulltime,293
2000,Good,Very happy,E. nor. central,$15000 - 19999,Black,Female,High school,60,Separated,Working fulltime,294
2000,Poor,Not too happy,E. nor. central,Not applicable,White,Female,Junior college,34,Never married,Keeping house,295
2000,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,36,Married,Working fulltime,296
2000,Not applicable,Not too happy,E. nor. central,Not applicable,Black,Female,Lt high school,43,Never married,Keeping house,297
2000,Good,Pretty happy,E. nor. central,$15000 - 19999,Black,Male,High school,28,Divorced,Working fulltime,298
2000,Excellent,Pretty happy,E. nor. central,$10000 - 14999,Black,Female,Junior college,34,Never married,Working parttime,299
2000,Good,Pretty happy,E. nor. central,$15000 - 19999,Black,Female,High school,44,Never married,Working fulltime,300
2000,Good,Pretty happy,E. nor. central,No answer,Black,Female,High school,22,Never married,Keeping house,301
2000,Good,Not too happy,E. nor. central,Not applicable,Black,Female,High school,24,Never married,Keeping house,302
2000,Good,Very happy,E. nor. central,$3000 to 3999,Black,Female,Lt high school,31,Divorced,Working fulltime,303
2000,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,45,Divorced,Working fulltime,304
2000,Good,Pretty happy,E. nor. central,Not applicable,White,Female,Bachelor,71,Married,Retired,305
2000,Excellent,Pretty happy,E. nor. central,Not applicable,White,Male,Bachelor,65,Married,Retired,306
2000,Good,Pretty happy,E. nor. central,Not applicable,White,Female,High school,40,Married,Keeping house,307
2000,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,Graduate,59,Married,Working parttime,308
2000,Good,Very happy,E. nor. central,$15000 - 19999,White,Female,Bachelor,38,Married,Working fulltime,309
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Female,Bachelor,73,Divorced,Working fulltime,310
2000,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Female,Graduate,31,Married,Working fulltime,311
2000,Excellent,Very happy,E. nor. central,$6000 to 6999,White,Female,Bachelor,44,Married,Temp not working,312
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Female,Bachelor,34,Married,Working parttime,313
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Female,Bachelor,26,Never married,Working fulltime,314
2000,Excellent,Pretty happy,E. nor. central,$25000 or more,Black,Male,High school,38,Married,Working fulltime,315
2000,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Female,Bachelor,29,Never married,Working fulltime,316
2000,Good,Pretty happy,E. nor. central,$25000 or more,Other,Male,Graduate,36,Never married,Working parttime,317
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,Graduate,32,Married,Working fulltime,318
2000,Excellent,Pretty happy,E. nor. central,$5000 to 5999,White,Female,Bachelor,26,Married,Other,319
2000,Not applicable,Very happy,E. nor. central,$25000 or more,White,Male,Graduate,47,Married,Working fulltime,320
2000,Good,Very happy,E. nor. central,$25000 or more,White,Female,Graduate,37,Divorced,Working fulltime,321
2000,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Female,Bachelor,29,Never married,Working fulltime,322
2000,Good,Not too happy,E. nor. central,$25000 or more,Other,Male,Bachelor,37,Never married,Working fulltime,323
2000,Not applicable,Pretty happy,E. nor. central,Refused,White,Male,High school,35,Married,Working fulltime,324
2000,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Male,High school,68,Married,Retired,325
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Female,Bachelor,26,Married,Working fulltime,326
2000,Poor,Pretty happy,E. nor. central,Not applicable,White,Male,Graduate,84,Never married,Retired,327
2000,Fair,Pretty happy,E. nor. central,$20000 - 24999,Other,Male,High school,23,Never married,Working parttime,328
2000,Fair,Pretty happy,E. nor. central,$15000 - 19999,White,Male,High school,22,Never married,Working fulltime,329
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,High school,42,Married,Working fulltime,330
2000,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,53,Widowed,Working fulltime,331
2000,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,43,Married,Working fulltime,332
2000,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,Junior college,49,Married,Working fulltime,333
2000,Good,Very happy,E. nor. central,Not applicable,White,Male,High school,74,Widowed,Retired,334
2000,Excellent,Very happy,E. nor. central,$6000 to 6999,White,Female,Bachelor,47,Married,Working parttime,335
2000,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,Junior college,37,Married,Working fulltime,336
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,Junior college,42,Married,Working fulltime,337
2000,Good,Pretty happy,E. nor. central,Not applicable,White,Male,Lt high school,18,Never married,Working parttime,338
2000,Not applicable,Very happy,E. nor. central,$10000 - 14999,White,Female,Junior college,22,Never married,School,339
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,Graduate,51,Married,Working fulltime,340
2000,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,30,Married,Working fulltime,341
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,Junior college,59,Married,Working fulltime,342
2000,Good,Very happy,E. nor. central,$20000 - 24999,White,Male,High school,52,Married,Working fulltime,343
2000,Good,Pretty happy,E. nor. central,$3000 to 3999,White,Female,Lt high school,58,Married,Working parttime,344
2000,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,Junior college,40,Never married,Working fulltime,345
2000,Good,Very happy,E. nor. central,Refused,White,Male,Junior college,63,Married,Working parttime,346
2000,Good,Very happy,E. nor. central,Refused,White,Female,High school,56,Married,Working fulltime,347
2000,Excellent,Pretty happy,E. nor. central,$6000 to 6999,White,Male,Bachelor,25,Never married,Working fulltime,348
2000,Poor,Not too happy,E. nor. central,$25000 or more,Black,Female,High school,28,Never married,Working fulltime,349
2000,Not applicable,Pretty happy,E. nor. central,No answer,White,Female,High school,67,Widowed,Retired,350
2000,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,High school,37,Married,Keeping house,351
2000,Fair,Pretty happy,E. nor. central,Not applicable,Other,Male,High school,72,Married,Retired,352
2000,Not applicable,Very happy,E. nor. central,$10000 - 14999,White,Female,High school,54,Married,Working parttime,353
2000,Fair,Pretty happy,E. nor. central,Don't know,White,Male,Lt high school,19,Never married,School,354
2000,Not applicable,Pretty happy,E. nor. central,$25000 or more,Other,Female,High school,44,Married,Temp not working,355
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,Bachelor,42,Married,Working fulltime,356
2000,Good,Pretty happy,E. nor. central,$3000 to 3999,White,Male,High school,19,Never married,Working fulltime,357
2000,Good,Pretty happy,E. nor. central,$25000 or more,White,Female,Graduate,43,Married,Working fulltime,358
2000,Excellent,Very happy,E. nor. central,$25000 or more,White,Female,High school,59,Divorced,Working fulltime,359
2000,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,Lt high school,52,Married,Working fulltime,360
2000,Good,Very happy,E. nor. central,$25000 or more,White,Male,High school,40,Married,Working fulltime,361
2000,Not applicable,Pretty happy,Pacific,Not applicable,White,Female,Bachelor,51,Separated,Keeping house,362
2000,Fair,Pretty happy,Pacific,$25000 or more,White,Male,High school,50,Never married,Working fulltime,363
2000,Excellent,Pretty happy,Pacific,Refused,White,Male,Bachelor,45,Never married,Working fulltime,364
2000,Good,Pretty happy,Pacific,$25000 or more,White,Female,Bachelor,36,Married,Working fulltime,365
2000,Excellent,Pretty happy,Pacific,$25000 or more,White,Male,Graduate,45,Married,Working fulltime,366
2000,Excellent,Pretty happy,Pacific,$25000 or more,White,Male,Bachelor,71,Divorced,Working parttime,367
2000,Good,Pretty happy,Pacific,$25000 or more,Black,Male,High school,58,Married,Working fulltime,368
2000,Fair,Pretty happy,Pacific,$25000 or more,White,Female,Junior college,31,Married,Working fulltime,369
2000,Not applicable,Pretty happy,Pacific,$25000 or more,White,Female,High school,25,Never married,Working fulltime,370
2000,Not applicable,Pretty happy,Pacific,$15000 - 19999,Other,Female,High school,34,Never married,Working fulltime,371
2000,Fair,Not too happy,Pacific,$25000 or more,White,Male,Bachelor,48,Never married,Working fulltime,372
2000,Good,Pretty happy,Pacific,$20000 - 24999,White,Male,Bachelor,26,Never married,Working fulltime,373
2000,Fair,Not too happy,Pacific,$25000 or more,White,Male,Graduate,35,Divorced,Working fulltime,374
2000,Not applicable,Pretty happy,Pacific,$25000 or more,White,Male,High school,42,Married,Working fulltime,375
2000,Good,Very happy,Pacific,$20000 - 24999,Black,Male,High school,52,Married,Working fulltime,376
2000,Good,Very happy,Pacific,$25000 or more,White,Female,Junior college,27,Divorced,Working fulltime,377
2000,Fair,Not too happy,Pacific,Not applicable,White,Male,Lt high school,44,Never married,School,378
2000,Not applicable,Pretty happy,Pacific,$25000 or more,Black,Female,High school,38,Never married,Working fulltime,379
2000,Poor,Very happy,Pacific,Not applicable,Other,Male,Bachelor,75,Married,Retired,380
2000,Fair,Pretty happy,Pacific,$25000 or more,Other,Female,Bachelor,42,Never married,Working fulltime,381
2000,Poor,Very happy,Pacific,Not applicable,White,Female,High school,89 or older,Widowed,Keeping house,382
2000,Good,Very happy,Pacific,$25000 or more,White,Female,Junior college,52,Married,Working fulltime,383
2000,Poor,Pretty happy,Pacific,Not applicable,White,Male,High school,74,Married,Retired,384
2000,Fair,Pretty happy,Pacific,Not applicable,White,Male,High school,61,Divorced,Retired,385
2000,Excellent,Pretty happy,Pacific,Not applicable,White,Female,High school,76,Married,Retired,386
2000,Not applicable,Very happy,Pacific,$25000 or more,Other,Female,High school,50,Married,Working fulltime,387
2000,Excellent,Pretty happy,Pacific,$25000 or more,White,Male,No answer,44,Separated,Working fulltime,388
2000,Good,Very happy,Pacific,$25000 or more,White,Female,Graduate,38,Married,Working fulltime,389
2000,Good,Pretty happy,Pacific,$25000 or more,Other,Female,High school,53,Married,Working fulltime,390
2000,Good,Pretty happy,Pacific,Refused,White,Female,Lt high school,71,Married,Working parttime,391
2000,Poor,Pretty happy,Pacific,Not applicable,White,Female,High school,73,Widowed,Retired,392
2000,Poor,Not too happy,Pacific,Not applicable,White,Female,High school,43,Divorced,Other,393
2000,Excellent,Pretty happy,Pacific,$25000 or more,White,Male,Graduate,36,Married,Working fulltime,394
2000,Not applicable,Very happy,Pacific,Not applicable,White,Female,Graduate,40,Married,Working parttime,395
2000,No answer,Very happy,Pacific,Refused,White,Female,High school,42,Married,Working parttime,396
2000,Fair,Pretty happy,Pacific,$20000 - 24999,White,Female,High school,68,Divorced,Retired,397
2000,Good,Pretty happy,Pacific,$25000 or more,White,Female,High school,45,Married,Working fulltime,398
2000,Excellent,Pretty happy,Pacific,$25000 or more,White,Female,High school,34,Divorced,Working fulltime,399
2000,Good,Not too happy,Pacific,$8000 to 9999,White,Female,High school,26,Never married,Working fulltime,400
2000,Not applicable,Pretty happy,Pacific,$25000 or more,White,Female,Bachelor,49,Married,Working parttime,401
2000,Good,Pretty happy,Pacific,$15000 - 19999,White,Female,Bachelor,59,Married,Working parttime,402
2000,Fair,Not too happy,Pacific,Not applicable,White,Male,High school,45,Never married,Keeping house,403
2000,Poor,Not too happy,Pacific,Not applicable,White,Male,Lt high school,77,Separated,Retired,404
2000,Poor,Not too happy,Pacific,Not applicable,Black,Male,Lt high school,56,Separated,Retired,405
2000,Excellent,Very happy,Pacific,Not applicable,Black,Male,Lt high school,48,Never married,Other,406
2000,Fair,No answer,Pacific,Not applicable,White,Male,High school,57,Divorced,Keeping house,407
2000,Good,Pretty happy,Pacific,$25000 or more,Other,Male,Graduate,37,Married,Working fulltime,408
2000,Good,Pretty happy,Pacific,$1000 to 2999,Other,Female,High school,35,Married,Keeping house,409
2000,Good,Not too happy,Pacific,$25000 or more,Other,Female,Graduate,42,Married,Working fulltime,410
2000,Excellent,Very happy,Pacific,$20000 - 24999,White,Female,High school,46,Married,Working fulltime,411
2000,Good,Pretty happy,Pacific,$25000 or more,White,Male,High school,53,Married,Working fulltime,412
2000,Good,Pretty happy,Pacific,$25000 or more,White,Male,High school,28,Never married,Working fulltime,413
